,cluster_agglomerative
52.85.221.50,2
52.85.89.117,2
52.85.89.121,2
52.85.89.13,2
52.85.89.177,2
52.85.89.206,2
52.85.89.237,2
52.85.89.241,2
52.85.90.250,2
52.85.90.4,2
52.85.90.96,2
52.86.141.58,2
52.86.189.192,2
52.87.45.28,2
52.87.70.148,2
52.94.232.32,2
52.94.234.174,2
54.152.127.94,2
54.153.119.33,2
54.154.2.40,2
54.158.61.48,2
54.163.17.241,2
54.165.244.228,2
54.165.58.2,2
54.171.240.28,2
54.172.251.173,2
54.173.43.219,2
54.174.223.205,2
54.175.191.133,2
54.175.43.49,2
54.175.59.203,2
54.186.115.190,2
54.192.37.141,2
54.192.38.27,2
54.192.89.231,2
54.192.90.47,2
54.200.77.218,2
54.204.11.64,2
54.209.115.132,2
54.210.151.17,2
54.214.39.227,2
54.225.141.81,2
54.225.159.132,2
54.225.172.27,2
54.225.182.172,2
54.225.220.129,2
54.229.3.11,2
54.230.195.212,2
54.230.55.170,2
54.231.168.207,2
54.231.169.27,2
54.231.169.51,2
54.231.176.175,2
54.231.177.51,2
54.231.185.19,2
54.235.130.94,2
54.235.189.165,2
54.235.98.167,2
54.236.121.69,2
54.239.29.3,2
54.243.101.177,2
54.69.171.209,2
54.69.172.44,2
54.77.155.63,2
54.82.158.42,2
54.84.28.56,2
54.85.142.113,2
54.85.22.218,2
54.85.47.39,2
54.86.173.223,2
54.87.70.165,2
54.88.104.43,2
54.88.29.244,2
61.213.187.243,2
61.213.187.246,2
63.241.108.103,2
63.241.108.104,2
63.251.114.136,2
63.251.114.137,2
64.30.224.172,2
64.30.228.118,2
64.30.230.22,2
64.69.216.108,2
64.71.33.87,2
65.52.108.11,2
65.55.252.202,2
66.119.33.174,2
66.150.118.11,2
66.150.118.18,2
66.150.118.36,2
66.150.118.37,2
66.150.118.47,2
66.150.118.59,2
66.242.12.10,2
66.242.15.115,2
66.242.15.127,2
67.195.197.76,2
67.215.9.148,2
68.67.178.108,2
68.67.178.110,2
68.67.178.111,2
68.67.178.137,2
68.67.178.170,2
68.67.178.176,2
68.67.178.196,2
68.67.178.197,2
68.67.178.199,2
68.67.178.243,2
68.67.178.252,2
69.16.164.32,2
69.164.0.0,2
69.164.0.128,2
69.166.1.10,2
69.166.1.11,2
69.166.1.14,2
69.172.216.111,2
69.172.216.56,2
69.28.157.149,2
69.28.159.140,2
69.28.184.1,2
69.28.187.144,2
69.49.101.57,2
69.58.181.240,2
70.42.146.148,2
70.42.146.149,2
72.21.206.140,2
72.251.238.254,2
72.251.244.141,2
74.115.0.81,2
74.115.4.67,2
74.115.4.68,2
74.115.4.69,2
74.119.119.65,2
74.120.148.201,2
74.121.136.233,2
74.121.138.167,2
74.121.138.21,2
74.121.138.36,2
74.121.138.92,2
74.121.140.178,2
74.121.142.169,2
74.217.66.160,2
75.98.29.21,2
77.93.254.178,2
8.253.134.100,2
8.43.72.21,2
8.43.72.64,2
83.222.246.254,2
91.189.89.198,2
91.189.89.199,2
91.189.94.4,2
95.154.251.121,2
95.154.251.152,2
98.138.49.44,2
98.139.225.43,2
