,cluster_kmeans
52.85.89.13,1
52.85.89.177,1
52.85.89.206,1
52.85.89.237,1
52.85.89.241,1
52.85.90.250,1
52.85.90.4,1
52.85.90.96,1
52.86.141.58,1
52.86.189.192,1
52.87.45.28,1
52.87.70.148,1
52.94.232.32,1
52.94.234.174,1
54.152.127.94,1
54.153.119.33,1
54.154.2.40,1
54.158.61.48,1
54.163.17.241,1
54.165.244.228,1
54.165.58.2,1
54.171.240.28,1
54.172.251.173,1
54.173.43.219,1
54.174.223.205,1
54.175.191.133,1
54.175.43.49,1
54.175.59.203,1
54.186.115.190,1
54.192.37.141,1
54.192.38.27,1
54.192.89.231,1
54.192.90.47,1
54.200.77.218,1
54.204.11.64,1
54.209.115.132,1
54.210.151.17,1
54.214.39.227,1
54.225.141.81,1
54.225.159.132,1
54.225.172.27,1
54.225.182.172,1
54.225.220.129,1
54.229.3.11,1
54.230.195.212,1
54.230.55.170,1
54.231.168.207,1
54.231.169.27,1
54.231.169.51,1
54.231.176.175,1
54.231.177.51,1
54.231.185.19,1
54.235.130.94,1
54.235.189.165,1
54.235.98.167,1
54.236.121.69,1
54.239.29.3,1
54.243.101.177,1
54.69.171.209,1
54.69.172.44,1
54.77.155.63,1
54.82.158.42,1
54.84.28.56,1
54.85.142.113,1
54.85.22.218,1
54.85.47.39,1
54.86.173.223,1
54.87.70.165,1
54.88.104.43,1
54.88.29.244,1
61.213.187.243,1
61.213.187.246,1
63.241.108.103,1
63.241.108.104,1
63.251.114.136,1
63.251.114.137,1
64.30.224.172,1
64.30.228.118,1
64.30.230.22,1
64.69.216.108,1
64.71.33.87,1
65.52.108.11,1
65.55.252.202,1
66.119.33.174,1
66.150.118.11,1
66.150.118.18,1
66.150.118.36,1
66.150.118.37,1
66.150.118.47,1
66.150.118.59,1
66.242.12.10,1
66.242.15.115,1
66.242.15.127,1
67.195.197.76,1
67.215.9.148,1
68.67.178.108,1
68.67.178.110,1
68.67.178.111,1
68.67.178.137,1
68.67.178.170,1
68.67.178.176,1
68.67.178.196,1
68.67.178.197,1
68.67.178.199,1
68.67.178.243,1
68.67.178.252,1
69.16.164.32,1
69.164.0.0,1
69.164.0.128,1
69.166.1.10,1
69.166.1.11,1
69.166.1.14,1
69.172.216.111,1
69.172.216.56,1
69.28.157.149,1
69.28.159.140,1
69.28.184.1,1
69.28.187.144,1
69.49.101.57,1
69.58.181.240,1
70.42.146.148,1
70.42.146.149,1
72.21.206.140,1
72.251.238.254,1
72.251.244.141,1
74.115.0.81,1
74.115.4.67,1
74.115.4.68,1
74.115.4.69,1
74.119.119.65,1
74.120.148.201,1
74.121.136.233,1
74.121.138.167,1
74.121.138.21,1
74.121.138.36,1
74.121.138.92,1
74.121.140.178,1
74.121.142.169,1
74.217.66.160,1
75.98.29.21,1
77.93.254.178,1
8.253.134.100,1
8.43.72.21,1
8.43.72.64,1
83.222.246.254,1
91.189.89.198,1
91.189.89.199,1
91.189.94.4,1
95.154.251.121,1
95.154.251.152,1
98.138.49.44,1
98.139.225.43,1
