,cluster_kmeans
50.31.185.52,6
50.62.160.65,6
51.255.93.29,6
52.0.195.54,6
52.1.10.174,6
52.165.231.192,6
52.168.138.145,10
52.179.17.38,10
52.183.114.173,6
52.2.165.29,6
52.2.2.39,6
52.2.25.92,6
52.2.254.235,6
52.200.196.186,6
52.200.226.78,6
52.201.55.51,6
52.203.210.222,6
52.205.114.175,6
52.21.175.26,6
52.21.181.234,6
52.21.29.241,6
52.21.45.57,6
52.218.144.27,6
52.218.160.7,6
52.218.193.147,6
52.22.245.163,6
52.23.3.197,6
52.26.179.183,6
52.27.241.27,6
52.3.142.168,6
52.3.28.244,6
52.3.45.52,6
52.3.50.83,6
52.33.245.124,6
52.4.191.175,6
52.4.62.11,6
52.4.79.23,6
52.44.18.121,6
52.45.159.13,6
52.45.217.171,6
52.45.45.104,6
52.46.8.28,6
52.5.217.233,6
52.5.25.66,6
52.5.43.161,6
52.5.72.221,6
52.51.65.230,6
52.54.194.199,6
52.54.26.246,6
52.55.152.195,6
52.6.211.205,6
52.6.212.75,6
52.6.225.23,6
52.7.208.137,6
52.7.223.89,6
52.70.92.239,6
52.72.159.231,6
52.72.29.148,6
52.72.99.35,6
52.73.173.215,6
52.73.182.32,6
52.84.118.19,6
52.84.118.3,6
52.84.121.155,6
52.84.128.133,6
52.84.128.163,6
52.84.128.195,6
52.84.128.225,6
52.84.128.38,6
52.84.128.4,6
52.84.128.80,6
52.84.130.195,6
52.84.14.102,6
52.84.14.157,6
52.84.14.161,6
52.84.14.2,6
52.84.14.48,6
52.84.14.60,6
52.84.63.106,6
52.84.63.190,6
52.84.63.201,6
52.84.63.246,6
52.84.63.28,6
52.84.63.30,6
52.84.63.6,6
52.84.64.129,6
52.84.64.19,6
52.84.64.252,6
52.84.7.97,6
52.84.8.215,6
52.85.101.187,6
52.85.101.30,6
52.85.112.112,6
52.85.112.143,6
52.85.112.162,6
52.85.112.173,6
52.85.112.191,6
52.85.112.252,6
52.85.112.55,6
52.85.117.207,6
52.85.117.239,6
52.85.117.66,6
52.85.117.92,6
52.85.131.102,6
52.85.131.167,6
52.85.131.43,6
52.85.133.27,6
52.85.236.238,6
52.85.89.144,6
52.85.89.210,6
52.85.89.221,6
52.85.89.222,6
52.85.89.251,6
52.85.89.68,6
52.85.89.96,6
52.85.90.142,6
52.85.90.2,6
52.85.90.7,6
52.86.141.58,6
52.87.110.167,6
52.87.14.153,6
52.87.161.143,6
52.87.162.133,6
52.87.201.4,6
52.87.4.118,6
52.88.181.177,6
52.94.232.32,6
54.152.127.94,6
54.153.119.33,6
54.156.162.53,6
54.158.61.48,6
54.161.197.102,6
54.163.17.241,6
54.164.173.59,6
54.164.195.169,6
54.172.4.3,6
54.172.47.69,6
54.173.17.31,6
54.174.221.194,6
54.175.191.133,6
54.192.37.195,6
54.192.91.128,6
54.203.246.121,6
54.204.11.64,6
54.208.224.103,6
54.209.252.120,6
54.214.39.227,6
54.225.144.171,6
54.225.153.158,6
54.225.95.181,6
54.231.184.199,6
54.235.191.108,6
54.236.121.69,6
54.239.17.112,6
54.243.102.96,6
54.243.79.104,6
54.69.171.209,6
54.69.172.37,6
54.69.172.44,6
54.80.224.21,6
54.84.9.162,6
54.85.125.121,6
54.86.194.237,6
54.86.203.244,6
54.88.169.206,6
54.88.179.172,6
54.88.232.72,6
54.89.254.217,6
61.213.187.245,6
61.213.187.246,6
62.210.221.14,6
63.241.108.103,6
63.241.108.104,6
63.251.114.136,6
63.251.114.137,6
63.251.210.247,6
64.30.228.118,6
64.74.232.52,6
65.158.47.81,6
65.52.108.11,6
65.55.252.202,6
66.150.118.17,6
66.150.118.30,6
66.242.12.14,6
66.242.15.129,6
67.195.197.76,6
67.215.9.148,6
67.72.99.172,6
68.67.178.111,6
68.67.178.132,6
68.67.178.134,6
68.67.178.138,6
68.67.178.170,6
68.67.178.173,6
68.67.178.176,6
68.67.178.197,6
68.67.178.199,6
68.67.178.230,6
68.67.178.243,6
68.67.178.246,6
68.67.178.252,6
68.67.180.44,6
68.67.180.45,6
69.164.0.0,6
69.166.1.10,6
69.166.1.11,6
69.166.1.14,6
69.172.216.55,6
69.172.216.56,6
69.28.159.151,6
69.28.184.1,6
69.28.187.144,6
69.49.101.57,6
69.58.181.240,6
70.42.146.149,6
72.21.206.140,6
72.251.238.254,6
72.251.244.141,6
72.251.244.142,6
72.30.3.43,6
74.115.0.81,6
74.115.4.67,6
74.115.4.68,6
74.115.4.69,6
74.120.148.202,6
74.120.148.206,6
74.121.136.233,6
74.121.138.167,6
74.121.138.21,6
74.121.138.26,6
74.121.138.36,6
74.121.138.88,6
74.121.138.90,6
74.121.138.92,6
74.121.142.169,6
77.93.254.178,6
85.114.159.118,6
85.114.159.93,6
85.234.130.189,6
91.189.94.4,6
94.23.171.206,6
94.23.73.243,6
95.101.8.62,6
95.154.251.137,6
98.138.49.44,6
98.139.225.43,6
